onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.03	4.969	intro&rest	n/a	n/a	n/a	n/a	n/a
5.097	17.902	sharingrating1	23.112	3	98	R	5
26.145	2.962	fixations	n/a	n/a	n/a	n/a	n/a
29.195	17.912	sharingrating1	47.195	3	23	R	1
50.228	1.175	fixations	n/a	n/a	n/a	n/a	n/a
51.495	17.908	sharingrating1	69.494	3	40	F	6
72.528	1.828	fixations	n/a	n/a	n/a	n/a	n/a
74.444	17.912	sharingrating1	92.46	3	83	F	5
95.494	1.419	fixations	n/a	n/a	n/a	n/a	n/a
97.01	17.903	sharingrating1	115.01	3	18	R	3
118.043	1.87	fixations	n/a	n/a	n/a	n/a	n/a
120.009	17.904	sharingrating1	138.009	3	35	F	2
141.042	2.359	fixations	n/a	n/a	n/a	n/a	n/a
143.492	17.909	sharingrating1	161.492	3	71	F	1
164.525	2.18	fixations	n/a	n/a	n/a	n/a	n/a
166.791	17.914	sharingrating1	184.808	3	49	F	2
187.741	2.057	fixations	n/a	n/a	n/a	n/a	n/a
189.891	17.907	sharingrating1	207.89	3	51	F	1
210.924	2.052	fixations	n/a	n/a	n/a	n/a	n/a
213.073	17.903	sharingrating1	231.073	3	67	F	2
234.006	1.768	fixations	n/a	n/a	n/a	n/a	n/a
235.873	17.901	sharingrating1	253.872	3	7	R	5
256.906	2.765	fixations	n/a	n/a	n/a	n/a	n/a
259.772	17.899	sharingrating1	277.772	3	117	R	4
280.805	1.838	fixations	n/a	n/a	n/a	n/a	n/a
282.738	17.905	sharingrating1	300.754	3	129	F	3
303.821	2.147	fixations	n/a	n/a	n/a	n/a	n/a
306.087	17.881	sharingrating1	324.07	3	111	R	3
327.104	1.468	fixations	n/a	n/a	n/a	n/a	n/a
328.687	17.885	sharingrating1	346.67	3	93	R	3
349.703	2.006	fixations	n/a	n/a	n/a	n/a	n/a
351.819	17.89	sharingrating1	369.802	3	19	R	1
372.836	1.063	fixations	n/a	n/a	n/a	n/a	n/a
374.002	17.897	sharingrating1	392.002	3	11	R	3
395.035	2.049	fixations	n/a	n/a	n/a	n/a	n/a
397.185	17.899	sharingrating1	415.184	3	132	F	1
418.218	2.25	fixations	n/a	n/a	n/a	n/a	n/a
420.568	17.9	sharingrating1	438.567	3	78	F	2
441.6	2.241	fixations	n/a	n/a	n/a	n/a	n/a
443.95	17.891	sharingrating1	461.933	3	2	R	5
464.966	2.907	fixations	n/a	n/a	n/a	n/a	n/a
467.983	17.89	sharingrating1	485.982	3	22	R	5
489.015	1.419	fixations	n/a	n/a	n/a	n/a	n/a
490.532	17.902	sharingrating1	508.532	3	123	F	6
511.565	1.399	fixations	n/a	n/a	n/a	n/a	n/a
513.065	17.899	sharingrating1	531.064	3	133	F	2
534.098	1.433	fixations	n/a	n/a	n/a	n/a	n/a
535.631	17.9	sharingrating1	553.63	3	97	R	4
556.664	2.085	fixations	n/a	n/a	n/a	n/a	n/a
558.847	17.902	sharingrating1	576.846	3	21	R	2
579.88	2.499	fixations	n/a	n/a	n/a	n/a	n/a
582.479	17.9	sharingrating1	600.479	3	43	F	1
603.512	1.528	fixations	n/a	n/a	n/a	n/a	n/a
605.146	17.894	sharingrating1	623.145	3	110	R	4
626.178	1.514	fixations	n/a	n/a	n/a	n/a	n/a
627.778	17.914	sharingrating1	645.794	3	87	F	5
648.828	2.395	fixations	n/a	n/a	n/a	n/a	n/a
651.327	17.896	sharingrating1	669.327	3	42	F	2
672.36	2.016	fixations	n/a	n/a	n/a	n/a	n/a
674.477	17.899	sharingrating1	692.476	3	109	R	6
695.51	2.721	fixations	n/a	n/a	n/a	n/a	n/a
698.343	17.888	sharingrating1	716.342	3	50	F	2
719.375	2.24	fixations	n/a	n/a	n/a	n/a	n/a
721.709	17.906	sharingrating1	739.708	3	17	R	1
742.741	1.418	fixations	n/a	n/a	n/a	n/a	n/a
744.258	17.901	sharingrating1	762.258	3	68	F	5
765.291	1.472	fixations	n/a	n/a	n/a	n/a	n/a
766.857	17.906	sharingrating1	784.857	3	122	F	5
787.89	1.752	fixations	n/a	n/a	n/a	n/a	n/a
789.74	17.902	sharingrating1	807.74	3	13	R	1
810.773	1.405	fixations	n/a	n/a	n/a	n/a	n/a
812.273	17.905	sharingrating1	830.272	3	37	F	1
833.306	2.605	fixations	n/a	n/a	n/a	n/a	n/a
836.006	17.905	sharingrating1	854.022	3	29	R	4
857.055	2.099	fixations	n/a	n/a	n/a	n/a	n/a
859.255	17.899	sharingrating1	877.254	3	120	R	2
880.288	2.747	fixations	n/a	n/a	n/a	n/a	n/a
883.137	17.898	sharingrating1	901.137	3	130	F	5
904.17	1.557	fixations	n/a	n/a	n/a	n/a	n/a
905.837	17.89	sharingrating1	923.836	3	8	R	2
926.87	1.885	fixations	n/a	n/a	n/a	n/a	n/a
928.786	3	intro&rest	n/a	n/a	n/a	n/a	n/a
931.786	5	intro&rest	n/a	n/a	n/a	n/a	n/a
936.869	17.886	accuracyrating	954.852	3	95	R	4
957.885	1.374	fixations	n/a	n/a	n/a	n/a	n/a
959.352	17.907	accuracyrating	977.351	3	96	R	5
980.385	1.294	fixations	n/a	n/a	n/a	n/a	n/a
981.785	17.894	accuracyrating	999.784	3	4	R	1
1002.817	2.657	fixations	n/a	n/a	n/a	n/a	n/a
1005.584	17.89	accuracyrating	1023.583	3	32	F	1
1026.617	1.757	fixations	n/a	n/a	n/a	n/a	n/a
1028.467	17.907	accuracyrating	1046.466	3	26	R	1
1049.499	2.188	fixations	n/a	n/a	n/a	n/a	n/a
1051.783	17.904	accuracyrating	1069.782	3	12	R	5
1072.815	1.653	fixations	n/a	n/a	n/a	n/a	n/a
1074.565	17.903	accuracyrating	1092.565	3	15	R	5
1095.498	2.413	fixations	n/a	n/a	n/a	n/a	n/a
1098.015	17.896	accuracyrating	1116.014	3	79	F	3
1119.047	2.249	fixations	n/a	n/a	n/a	n/a	n/a
1121.397	17.899	accuracyrating	1139.397	3	25	R	6
1142.43	2.333	fixations	n/a	n/a	n/a	n/a	n/a
1144.863	17.9	accuracyrating	1162.863	3	81	F	1
1165.896	1.427	fixations	n/a	n/a	n/a	n/a	n/a
1167.413	17.91	accuracyrating	1185.412	3	47	F	1
1188.445	2.499	fixations	n/a	n/a	n/a	n/a	n/a
1191.045	17.899	accuracyrating	1209.045	3	64	F	4
1212.078	1.525	fixations	n/a	n/a	n/a	n/a	n/a
1213.695	17.908	accuracyrating	1231.711	3	9	R	5
1234.744	1.954	fixations	n/a	n/a	n/a	n/a	n/a
1236.794	17.904	accuracyrating	1254.81	3	106	R	1
1257.843	2.118	fixations	n/a	n/a	n/a	n/a	n/a
1260.06	17.901	accuracyrating	1278.059	3	31	F	2
1281.093	2.319	fixations	n/a	n/a	n/a	n/a	n/a
1283.526	17.886	accuracyrating	1301.526	3	55	F	2
1304.559	1.764	fixations	n/a	n/a	n/a	n/a	n/a
1306.425	17.898	accuracyrating	1324.425	3	70	F	2
1327.458	2.392	fixations	n/a	n/a	n/a	n/a	n/a
1329.941	17.909	accuracyrating	1347.957	3	86	F	4
1350.991	1.787	fixations	n/a	n/a	n/a	n/a	n/a
1352.874	17.904	accuracyrating	1370.873	3	1	R	3
1373.907	1.618	fixations	n/a	n/a	n/a	n/a	n/a
1375.623	17.902	accuracyrating	1393.623	3	38	F	1
1396.656	1.998	fixations	n/a	n/a	n/a	n/a	n/a
1398.689	3	intro&rest	n/a	n/a	n/a	n/a	n/a
1401.689	5	intro&rest	n/a	n/a	n/a	n/a	n/a
1406.756	17.898	sharingrating2	1424.755	3	30	R	1
1427.789	2.626	fixations	n/a	n/a	n/a	n/a	n/a
1430.522	17.893	sharingrating2	1448.521	3	99	R	1
1451.555	2.396	fixations	n/a	n/a	n/a	n/a	n/a
1454.038	17.913	sharingrating2	1472.054	3	44	F	1
1475.087	1.616	fixations	n/a	n/a	n/a	n/a	n/a
1476.804	17.899	sharingrating2	1494.803	3	45	F	3
1497.837	2.798	fixations	n/a	n/a	n/a	n/a	n/a
1500.736	17.899	sharingrating2	1518.736	3	3	R	4
1521.769	1.894	fixations	n/a	n/a	n/a	n/a	n/a
1523.752	17.911	sharingrating2	1541.769	3	5	R	3
1544.802	2.285	fixations	n/a	n/a	n/a	n/a	n/a
1547.185	17.902	sharingrating2	1565.185	3	39	F	1
1568.218	1.253	fixations	n/a	n/a	n/a	n/a	n/a
1569.568	17.903	sharingrating2	1587.567	3	34	F	4
1590.601	1.969	fixations	n/a	n/a	n/a	n/a	n/a
1592.667	17.903	sharingrating2	1610.667	3	14	R	4
1613.7	1.804	fixations	n/a	n/a	n/a	n/a	n/a
1615.583	17.921	sharingrating2	1633.583	3	66	F	5
1636.616	2.336	fixations	n/a	n/a	n/a	n/a	n/a
1639.049	17.903	sharingrating2	1657.049	3	20	R	5
1660.082	1.856	fixations	n/a	n/a	n/a	n/a	n/a
1662.032	17.906	sharingrating2	1680.031	3	10	R	4
1683.065	2.37	fixations	n/a	n/a	n/a	n/a	n/a
1685.531	17.904	sharingrating2	1703.531	3	101	R	2
1706.564	1.356	fixations	n/a	n/a	n/a	n/a	n/a
1708.014	17.906	sharingrating2	1726.013	3	73	F	4
1729.047	1.988	fixations	n/a	n/a	n/a	n/a	n/a
1731.13	17.905	sharingrating2	1749.129	3	65	F	2
1752.163	2.042	fixations	n/a	n/a	n/a	n/a	n/a
1754.296	17.909	sharingrating2	1772.295	3	6	R	6
1775.329	1.523	fixations	n/a	n/a	n/a	n/a	n/a
1776.945	17.907	sharingrating2	1794.945	3	41	F	3
1797.978	2.223	fixations	n/a	n/a	n/a	n/a	n/a
1800.328	17.873	sharingrating2	1818.311	3	69	F	2
1821.344	1.396	fixations	n/a	n/a	n/a	n/a	n/a
1822.861	17.879	sharingrating2	1840.843	3	16	R	1
1843.877	2.314	fixations	n/a	n/a	n/a	n/a	n/a
1846.293	17.898	sharingrating2	1864.293	3	88	F	1
1867.326	1.266	fixations	n/a	n/a	n/a	n/a	n/a
1868.626	2	intro&rest	n/a	n/a	n/a	n/a	n/a
